,x,y
534,"Feel the pain in her eyes:broken_heart:manishsisodiya ArvindKejriwal आम आदमी पार्टी laugh on them onceManishSisodiaChorHai TejRan KashmirFiles BigBreaking ใหม่ดาวิกา AAPExposed AdaniRt if you agreeMeet Diksha 5 yr old daughter of Kashmiri Hindu who was murdered by jihadis. Hindus who were killed in Kashmir. Feel the pain in her eyes:broken_heart:manishsisodiya ArvindKejriwal आम आदमी पार्टी laugh on them onceManishSisodiaChorHai TejRan KashmirFiles BigBreakingRt if you agree  OfficeOfLGJandK Please call vivekagnihotri , only he can help KP... He is a super hero n he also going to donate a  to ths family from his profit from KashmirFiles .. please :folded_hands:One more Hindu in Kashmir One more killing in Kashmir ..and they question KashmirFiles Sanjay Sharma paid the price of being a Hindu in Kashmir. At most family will get an appointment letter.The process of targeting Hindus which began centuries ago still continues..  we have the woke network who question the authenticity of KashmirFiles .ANI says so this ugly lady whose father conspired KashmiriPandits klling in the valley.. :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:KashmirFiles exposes her agenda so brutally :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:Another kashmiri hindu shot dead in pulwama district by the jihadis and still OfficeOfLGJandK  will say that the killing is not religious.savehindusinkashmir KashmiriPandits KashmirFiles  Wishing you the best for bringing this up in the society. KashmiriPandits KashmirFilesDear vivekagnihotri , entire Nation is proud of your grit and perseverance to manifest the brutal truth about exodus of Kashmiri Pandits from their own homeland and how so called seculars remained mere spectators ... KashmiriPandits kashmirfiles ARanganathan72  GauravP68764585 vivekagnihotri Again another KashmiriPandit Sanjay Sharma has been shot dead at Pulwama today.Shall we consider as attack on them by muslim terrorist or should say ""terrorism has no religion""Ethnic cleansing goes on amp denial of kashmirFiles shall go on.vivekagnihotri"," is highlighting the plight of the Kashmiri Hindus and is calling for help for Diksha, a 5-year-old girl whose father was murdered by jihadis. He is also asking for people to retweet if they agree, and is calling for Vivek Agnihotri to donate money from his profits from the KashmirFiles. Sanjay Sharma was recently shot dead in Pulwama, and it is being suggested that this is part of an ethnic cleansing of the Hindus in Kashmir."
535,"It is not right to limit Kashmir only to tourism, it has to be brought into the mainstream  actress Pallavi Joshikashmirtourism KashmirFiles PallaviJoshi JKtourism  vivekagnihotri kpglobal We all stand with VivekAgnihotri who with sheer courage exposed those who tried to brush KashmiriHinduGenicide under the carpet.KashmirFiles hasnt shown atrocities with the Hindus of Jammu Division, massacre of Sikhs in Chattisinghpura and many more selective killings.vivekagnihotri u r Guru of these m0nsters.They learnt from KashmirFilesGabbbarSingh The Kashmir filesKashmirFilesAjit Dowal kya he?:beaming_face_with_smiling_eyes:AmritpalSingh Khalistanis NaxalAttack KashmirFilesMr vivekagnihotri1st give back wht u earned with KashmirFiles to KashmiriPandits ,Kindly stop creating a Hatredu earned selling emotions N u r talking abt changing landscape of Indian cinema?1 made pornography? Its better without uSo can u hear urself? KTRBRS ashoswaiAnupamPKher  You earned  fortunes via KashmirFiles amp all your fortune is courtesy help extended to you by Late  M L Aima Ji father of Late SatishKaul who introduced you to Bollywood . At the time of need you totally ignored SatishKaul . 5 Lacs is peanut of your networth   Me KashmirFiles And AzadiKaMahotsav Are Same Just Names With Hashtags Doesnt Change RealityI love this video :red_heart:RahulGandhi RaGa India2024 Kashmir IncredibleIndia KashmirFiles Before KashmirFiles movie, only nano segment of people in our country know abt KashmiriPandits, whose origin trace to Rishi Kashyapa, 1 of the 7 rishis. The real suffering is covered by rahulpandita in his book ""𝑂𝑢𝑟 𝑀𝑜𝑜𝑛 ℎ𝑎𝑠 𝐵𝑙𝑜𝑜𝑑 𝐶𝑙𝑜𝑡𝑠"". GlobalKPConclave","

In these tweets, people are discussing the Kashmir Files movie and how it has brought attention to the suffering of Kashmiri Hindus, Sikhs, and Pandits, who were victims of genocide. They are also discussing how Vivek Agnihotri has exposed those who tried to brush the genocide under the carpet. They are calling for the mainstream to recognize the suffering of these people, rather than just focusing on Kashmir as a tourist destination. They are also criticizing Anupam Kher for ignoring Satish Kaul, who helped him get into Bollywood, and for making money off of the Kashmir Files movie without giving anything back to the Kashmiri Pandits."
536,"GabbbarSingh for me its KashmirFiles and 777CharlieKanganaTeam After KashmirFiles this is the story I want to watch in theatre.Well done sikh generation , , , you dod very well for freedom, sikhwantsfreedom kashmeerwantsfreedom KashmirFiles endia :squinting_face_with_tongue::middle_finger:Fact hai lekin kashmirFiles nhi hoti to FarhadSamji wali BachchhanPaandey 100cr aaram se kar letiMasala film kitni bhi kharab ho, big actors ke saath decent collection kar lete hai.. 13cr opening mili thi:collision:Germany  we stand with kashmiri for India government genocideIndia announced 5.2 Billion projectGermany  India is centre of peace KashmirFiles bycottgermanyYou must have heard that a pot is filled drop by drop. Now when a person is running the campaign from the front, then I think the well wishers of every Kashmiri Pandit should come forward and take this campaign forward. Thank you special thanks to AnupamPKher KashmirFilesANI AnupamPKher you are a Himachali not KashmirPandit so stop drama..Your KashmirFiles movie is a pure propaganda which actually hurts the sentiments of KashmiriPandits…अनुपम खेर यांचं संपूर्ण देशात होतंय कौतुक, काश्मिरी पंडितांच्या भवितव्यासाठी उचललं 'हे' मोठं पाऊल AnupamPKher TheKashmirFiles anupamkherstudio anupamkher Bollywood KashmirFiles kashmiripandit entertainment EntertainmentNews LatestNews   vivekagnihotri kpglobal Pakistan is much safer for KashmirFiles :winking_face:After the movie KashmirFiles was a mega block buster and almost an Oscar winner, AnupamPKher sir has announced a life changing, huge sum of Rupees 5 Lakh to be donated to Kashmiri Pundits.", This tweet is summarizing the tweets about the success of the movie KashmirFiles and the generous donation of AnupamPKher to Kashmiri Pundits.
537,"meerakumar05 LevinaNeythiri I thinkKashmirFiles  style producers shd do a documentary on medieval indian slave trading by britsother goras:right_arrow:'ग्लोबल कश्मीरी पंडित कॉन्क्लेव' में AnupamPKher ने किया 5 लाख रूपए दान देने का वादा..GlobalKashmiriPanditConclave anupamkherstudio anupamkher KiranKher Donation donations charity Kashmiripandits Kashmir KashmirFiles TheKashmirFiles jtv  Shameless. Made billions on the name of innocent kashmiri pandits, through selling their tears amp emotions. Why don't you ask Mr.  Kher AnupamPKher to fund your friend cum bigot vivekagnihotri to donate the funds to Kashmiri pandits. KashmirFiles:right_arrow:'ग्लोबल कश्मीरी पंडित कॉन्क्लेव' में AnupamPKher ने किया 5 लाख रूपए दान देने का वादा..GlobalKashmiriPanditConclave anupamkherstudio anupamkher KiranKher Donation donations charity Kashmiripandits Kashmir KashmirFiles TheKashmirFiles jtv  this latest historic donation by AnupamPKher  and vivekagnihotri to KashmiriPandits out of the earnings of KashmirFiles to this thread    lakhs is 17000 of approx 350 cr earnings of KashmirFiles by vivekagnihotri amp AnupamPKher  of which they are donating  0.00014 as “charity to KashmirPandits BMKJprakashraaj Shame on those  who support PathaanMovie and call it a great film but KashmirFiles isn't a great film Grow up kidsKiske acchedin aye hai Its your few best Freinds gautamadani .Common Man, farmers and youth are suffering every moment. narendramodi is responsible but the Bhakts will defend even this with there Illogical conclusion. KashmirFiles ModiHaiTohMumkinHai ModiFailsIndia  to Sri vivekagnihotri ji for winning the prestigious Saheb Phapha Dalke award for KashmirFiles  U should answer who has ả propaganda here u or Kashmir files?? How much money u got to talk all this?? Dont mix politics and movies which true to every point.These comments will never give u votes like the last time. KashmirFiles vivekagnihotri","

These tweets discuss the recent donation made by Anupam Kher and Vivek Agnihotri to Kashmiri Pandits out of their earnings from the movie 'Kashmir Files'. They also discuss the criticism of the movie 'Kashmir Files' and Vivek Agnihotri's win of the Saheb Phapha Dalke award for the movie. Finally, the tweets question the mixing of politics and movies and the money received to talk about the movie."
538,"""Jiska law hai uska order"" Today is the birthday of only finest actor in whole bollywood ""HAIDER"" or shahidkapoor UrvashiRautela ShahidKapoor Bollywood KashmirFiles kashmir PunjabBachao Khalistan  sayema zoobear hussainhaidry vivekagnihotri a Disgusting person who lack respect for others and engage in reprehensible behavior. bullying, lying, cheating, stealing, and engaging in other unethical activities.KashmirFilesJammu and Kashmir's Baramulla hosts Snow Festival in Rafiabad to promote tourismWhoIsSantGaribdasJiMaharajPunjabBachaoOrganicYieldWeLovedMatruPitruPujanSaturdayMorningHCAFilmAwards KashmirFiles Kashmir  need a concrete plan of action, systematic way of executing it, coherence amongst us while executing it  to capture the narrative, spread awareness about Our Bharats glorious Kashmirkashmiripandits KashmirFiles kashmiris SpritualKashmirTraditional Kashmiri carpet weaving in Kashmir. Photos by basiitzargar tradition KashmirFiles SaturdayVibes  G20 Tourism Working Group Meeting under India's presidency, focuses on boosting the Green Tourism amongst the nations.WhoIsSantGaribdasJiMaharajPunjabBachaoOrganicYieldWeLovedMatruPitruPujanSaturdayMorningHCAFilmAwards KashmirFiles Kashmir  last 2 Hindi releases KashmirFiles amp Karthikeya2 involved with ZeeSo there is a high chance Ravi Teja sir debut Pan India movie amp music release through ZeeStudios amp ZeeMusicCompany esp in North whether SKFilmsOfficial involved or not TigerNageswaraRao  G20 Tourism Working Group Meeting under India's presidency, focuses on boosting the Green Tourism amongst the nations.WhoIsSantGaribdasJiMaharajPunjabBachaoOrganicYieldWeLovedMatruPitruPujanSaturdayMorningHCAFilmAwards KashmirFiles Kashmir  Yet the same Independent supports description of KashmirFiles as being vulgar. No surprise because this film exposes the genocide of Hindus. The same newspaper called Islam convert Andrew Tate a guru the :pushpin:chronology thread of recent hate statements speeches by HINDUTVA:enraged_face::India::India::enraged_face::enraged_face::enraged_face: LEADERSHindutvaForever HinduRashtra Khalistan KhalistanReferendum Kashmir KashmirFiles ","

This tweet thread is about celebrating the birthday of Shahid Kapoor, a Bollywood actor, and the promotion of tourism in Jammu and Kashmir. It also discusses the G20 Tourism Working Group Meeting under India's presidency, which focuses on boosting green tourism amongst nations. Lastly, it talks about the Independent newspaper's description of KashmirFiles as being vulgar and how it exposes the genocide of Hindus."
539,"Start with ""My Frozen Turbulence in Kashmir"", by Jagmohan Malhotra, exgovernor of JampKA proper authenticate account of the harrowing ordeal of Kashmir Pandts during the early 90s.kashmirfiles kashmir jagmohan naval 90s jkvivekagnihotri We can defeat them by making more propaganda and vulgar movies like KashmirFilesNight wall of light NewPost photography photooftheday KashmirFiles SouthPark TrendingNow todaypost TODS DStvPrem tvtime LGRW Lightfall LIGHTANDDARKNESS mussadanish vehilchowk Photo by :camera_with_flash: Mussa Danish 2023photo  civillian injured in the attack.Search for terrorists is onReports of a terrorist attack in Anantnag kashmir coming in.KashmirFiles G20India  ArvindKejriwal Kejriwal has proven that any amount of expose of antinational activities by his party won't affect him. He is shameless amp his agenda is open amp even then he could win punjab, delhi assembly amp mcd amp even got away by mocking KashmirFilesSocial media outrage won't help hereKejriwal has proven that any amount of expose of antinational activities by his party won't affect him. He is shameless amp his agenda is open amp even then he could win punjab, delhi assembly amp mcd amp even got away by mocking KashmirFilesSocial media outrage won't help hereReallySwara sayema zoobear hussainhaidry Calling a terrorist a 'terrorist', is not vilifying a community. Rather you are namecalling and sullying the reputation of vivekagnihotri. Since KashmirFiles, the Left, Liberal Hinduphobics like you, are baying for his blood. Because you Traitors can't stomach the facts.BashirA26106596 Gud to see. Kashmiris must now admit and realise what they were doing to rest of India and how India has drained her blood to save Kashmir and Kashmiris despite Kashmirfiles. JagoKashmirijago Kashmir Jihadi Indiavivekagnihotri Now imagine your education… You tried to burn whole nation by your propaganda of KashmirFiles. Go and join nursery again:victory_hand:.And they r afraidKashmirFiles VivekAgnihotri HinduRashtra Same people r happy with p.k,tandav,ashram etc ... ","

This series of tweets discusses the harrowing ordeal of Kashmir Pandits during the early 90s, as well as the impact of the KashmirFiles and the response from social media. It also mentions Arvind Kejriwal and his party's antinational activities, as well as the response from Vivek Agnihotri and the HinduRashtra. The tweets also discuss the impact of movies such as PK, Tandav, and Ashram, and how the same people are happy with them. The conclusion is that social media outrage won't help and that education is needed to understand the situation in Kashmir."
540,"Farhana27610134 am sure delightedthey still keep talking of how hindu girls raped sold etcmust be enjoyable to be evil and to get away with itKashmirFiles HindusUnderAttackMy earlier tweets on MalvaniPattern amp the demographic danger it posesDo we want KashmirFiles to be repeated in Mumbai?Do we want Malvani to dictate the DESTINY of Mumbai ?Do we want Tipu Senas rule or Mughalshahi or do we want Shivshahi?punjabibaba vivekagnihotri VVA Bro reply with facts what propaganda you find in vivekagnihotri 's kashmirfiles . If you can't than think twice whether what you think is right or notzoobear vivekagnihotri Shameless Pakistan lover Zoo ka bear. Mohammad zubair. Why you are targeting Vivek agnihotri for getting Dada saheb phalke award . Because kashmirfiles  has opened the eyes of previous Govt  who has kept a blind eye and black deeds of Pakistan infront of all over the world.Hello, vivekagnihotri are you going to show this in your kashmirfiles2?  vivekagnihotri to make a sequel of KashmirFiles on Yezidis. They have faced same tragedy as Hindus of Kashmir. Jihadis amp closetJihadis both needs to be exposed globally.A govt supported filmmaker openly displays his bias KashmirFilesIt is once again proved the reality of the dialogue in Kashmirfiles. Government may change system is ours including judiciary. It has taken seven STSJ of innocent citizens before FIRs against Nupursharma were clubbed that too with insane,foolish observationscongress CongressMuktBharat Kashmir KashmiriWomensResistanceDay KashmirFight KashmirFiles adani AdaniGroups AdaniEnterprise  that glitter is not gold. But believe it or not vivekagnihotri is a real gold. His movie KashmirFiles is the best movie of the century globally. Denying him a Oscars2023 was the greatest mistake of the Oscars TheAcademy:face_with_hand_over_mouth::face_with_hand_over_mouth::face_with_hand_over_mouth:","

This group of tweets is discussing filmmaker Vivek Agnihotri and his movie KashmirFiles. They are praising his work and expressing their disappointment that he did not receive an Oscar for his movie. They also discuss how the movie has exposed the reality of the situation in Kashmir and how the government has taken seven STSJ of innocent citizens. The general consensus is that Vivek Agnihotri should be acknowledged for his work and that KashmirFiles is the best movie of the century."
541,"Why we're all silent,why no one is talking about this? Aren't they are our sisters? :sleepy_face::sleepy_face::downcast_face_with_sweat:YA ALLAH protect them from being raped and help them as you are the greatest helper.:folded_hands_light_skin_tone:KashmirFileslkantbhardwaj amol23dhage Famous dialogue of kashmirfilesAdvaitaKala Indian judiciary Justice delivery. Two spoke persons. one spoke truth. Other abused.  Remember the dialogue of KashmirFilesvivekagnihotri ruchitgarg Arre aap kyu price puch rhe ho sir. KashmirFiles se itna paisa banaya hai khareed lo ab to:yawning_face:surheeta zoobear vivekagnihotri but KashmirFiles was propaganda movie :face_with_tears_of_joy:vivekagnihotri zoobear Hatred has punctured your heart. vivekagnihotri KashmirFilesThoughts of every common man. While lakhs of people wait for years to get a date from the SC, a thug party gets it within an hour. Reminds you of the dialogue from KashmirFiles “Sarkar unki hai to kya hua, system to hamara hai. SupremeCourt PawanKhera CongressMuktBharat:hundred_points::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:vivekagnihotri :grinning_face:AnupamPKher mithundaoff KashmirFiles Oscars DadaSahebPhalkeAwards  you deserve an Oscar for faking and making it KashmirFiles how do you sleep peacefully even after all this …  contend that these buildings have belonged to them for many years, and the demolition campaigns are a result of the changes that have taken place in the Valley since Article 370 was repealed in August 2019. JammuAndKashmir KashmirFiles","

This group of tweets is discussing the KashmirFiles, a movie that speaks to the truth of the situation in the Kashmir Valley since Article 370 was repealed in August 2019. They are discussing the dialogue of the movie, the impact it has had, and the injustices that have been taking place in the Valley since the repeal. They are questioning why no one is talking about the situation, and asking Allah to protect the people from being raped and to help them. They are also discussing the Oscar and Dada Saheb Phalke Award nominations for the movie, and the fact that the people of the Valley have been subjected to demolition campaigns due to the changes that have taken place in the Valley since the repeal."
542,"ARanganathan72 ArvindKejriwal AamAadmiParty ..can you utter for this? ... we the people chose this .. now time to enjoy.:face_with_symbols_on_mouth::enraged_face:narendramodi we Nation are looking to you for not repeating KashmirFiles into AmritsarFileHMOIndiaPMOIndiavivekagnihotri Shame on you. A puncture waala is exposing your filthy claim about KashmirFiles . Hats off to zoobear for doing his job without any discrimination.This is a gem of a video clearing all doubts about TheKashmirFiles movie by vivekagnihotri.The movie was based on 1990 Genocide of KashmiriPandits. Watch the full video KashmirFiles Genocide HindusUnderAttack terrorism kashmirihindugenocide  vivekagnihotri KashmirFiles Zubair Israeli Filmmaker Nadav Lapid, head of the international jury at the International Film Festival of India, said  'The Kashmir Files' Has ""Fascist Features"" 'The Kashmir Files' was ""propaganda and vulgar"". a shocking revelation the “altNews has unmasked the deteriorating journalistic values of Indian media cinema and director of highly controversial film, The KashmirFiles.vivekagnihotri jiLike KashmirFiles this is MalabarMassacre U have now a bigger responsibility of publicity of this movie...KashmirFiles VivekAgnihotri Awards Functions Existsle Vivek Hangnihotri  vivekagnihotri Not accepting the “NON ACCEPTABLE KASHMIR GENOCIDE is also a jihadi Maansikta….KashmirFilesRam Rahim got the same fake DadasahebPhalkeAward in 2016 for the Most Popular Actor, Director and Writer of the year So AnupamKher and VivekAgnihotri certainly deserved the same. End of this debate:enraged_face::enraged_face::enraged_face: Kashmirfilesvivekagnihotri zoobearBBC, this is our Oscar nominated :winking_face: and Dada Saheb Phalke award :winking_face:  winning Director of VulgarPropaganda film KashmirFiles. :backhand_index_pointing_down:","

This series of tweets discusses the movie 'The Kashmir Files' by director Vivek Agnihotri. The movie was based on the 1990 Genocide of Kashmiri Pandits, and has been met with mixed reactions. Anupam Kher and Vivek Agnihotri have been nominated for awards for their work on the movie, and there has been criticism of the 'fake' Dadasaheb Phalke Award given to Ram Rahim in 2016 for his work on the same film. The tweets also mention zoobear, an independent journalist who exposed the 'filthy claim' about the movie, and Nadav Lapid, the head of the jury at the International Film Festival of India, who called the film 'propaganda and vulgar'."
543,"04udaymal punfact Really :clown_face:? But according to the current government of India, the biggest massacre of Hindus in India took place in Kashmir in which an estimated 357 Hindus were killed.KashmirFilesvivekagnihotri How can you abuse threat anybody ? Wakt to Tera bhi kabhi aayega. What does than mean ? Are you really a film maker ? The Islamophobia within you is reflecting in your film KashmirFiles too.Day after LKFC zoobear fact checks the best film category of DaDaSageb Phalke award for KashmirFiles the truth is finally wins Cc vivekagnihotrikamaalrkhan KashmirFiles amp kantara r awesome examples of content winning movies…. Bollywood Mafia tried a lot for capturing screens but ultimately content wins the race :smiling_face_with_open_hands:minicnair So right. I did call him Leni Riefenstahl a few months ago on IG after his KashmirFiles amp he went nuts. He is such a crass propagandist. A low life. VivekAgnihotrivivekagnihotri Fact check KashmirFiles , all liesCongratulation Team KashmirFiles  are suffering because of the govt.'s deeds.. But the hypocrites are earning in the name of nasty KashmirFilesHijab is best ornamental  of a girl....Happy childhood happy nation..Kashmir KashmirSolidarityDay KashmiriWomensResistanceDay KashmirFiles Kashmirwomen hijab R4 zubair  movie KashmirFiles has also won the GrannyAward for best music.FakingNews"," KashmirFiles has won the Dadasaheb Phalke award for best film. This is a testament to the strength of the truth, which has triumphed over the lies of Bollywood Mafia.

These tweets are about the film KashmirFiles, which has won the Dadasaheb Phalke award for best film. The film is based on the truth of the government of India's actions in Kashmir, which resulted in the massacre of 357 Hindus. The film has also won the Granny Award for best music and is a testament to the strength of truth, which has triumphed over the lies of Bollywood Mafia. Additionally, the tweets discuss the Islamophobia of the film's director, Vivek Agnihotri, and the importance of hijab for girls."
544,"zoobear AbhishekSay Oh, that exposure irked him to go berserk But then why lie vivekagnihotri in the first place  ? KashmirFilesprakashraaj Hey you..:shushing_face:listen carefully :index_pointing_at_the_viewer_medium-light_skin_tone: KashmirFiles is a tight slap :waving_hand: on you guys face..ghulamnazad Never forget KashmirFiles the Genocide of KashmiriPanditsvivekagnihotri Even Hitler had success now and then but we all know he eventually had to commit suicide. The first think disinformation gang does is to steal the talking points to fit their propaganda. kashmirfiles was the shittiest film and even kashmir pandits shit on it these daysvivekagnihotri Stop this shit vivekagnihotri The award KashmirFiles won is completely different from the Prestigious The Dadasaheb Phalke Award.And, btw why you call every muslim a ""jihadi""?  Sir, you have already exposed your extreme hate towards Muslims amp Islam through your uttter propaganda movie KashmirFiles It's time you repent for your misdeeds and turn towards the Merciful Creator, before it's TOO LATE.hasanujjaman16 Gauravk12498321 zoobear vivekagnihotri everyone can digest it by calling ""Freedom of expression""..the whole story is started with the truth that revealed in KashmirFilesactually it is very easy to divert any individual remarks for an individual with whole community...but nothing happen with whole community ""Exodus"".minicnair Yaa, Truth Hurts to FAKE checkersKashmirFiles  get any award, you  hurts as well, anyway get well soon. AnupamPKher vivekagnihotri AbhishekOfficl Award to victims wooow and money in their pockets nice scheme :OK_hand::OK_hand::OK_hand: brilliant wah re meri muurq janta waah KashmirFilessinghvarun Can you ask vivekagnihotri AnupamPKher to invest all the gains of KashmirFiles into Adani's shares?","

The tweets discuss the movie KashmirFiles, which has been met with criticism and accusations of propaganda. Vivek Agnihotri, the director of the movie, has been accused of lying and of having extreme hate towards Muslims and Islam. Anupam Kher, another actor involved in the movie, has been asked to invest the profits from the movie into Adani's shares. The movie has been accused of diverting individual remarks to an entire community and of not helping the victims of the genocide. It has been suggested that the award the movie won is not prestigious."
545,"Release at last  Hope Massacre History will better known. Hope this will be hit as KashmirFilessayema I dont know how could vivekagnihotri call himself a film maker? Despises and mocks some occupations just because his narrow mindedness make him believe them to be associated with one community  the jury which called KashmirFiles was right in naming it a propaganda movieHey puncturewala zoobear , perhaps Viveks tweet was misleading but it was not fake, but let me state some facts.1. KashmirFiles collected over 44 million USD as against 1.9 million invested. one of the highestgrossing Indian films ever.zoobear vivekagnihotri I dont know how could you call yourself a film maker who doesnt respect the dignity of labor and despise and mock some occupations just because you believe them to be associated with one community  the jury which called KashmirFiles was right in naming it a propaganda movieprakashraaj How many votes did you get? Heard you lost your security deposit?? Enough said … vivekagnihotri KashmirFiles AnupamPKherDis is fake kashmirfiles havent recieved dadasahebfalkeaward but a similar name private award  So vivek dis shows dat ur a fake news pedler AnupamPKher  KanganaTeamKanganaTeam Dont worry....take the e.g of KashmirFiles nobody in Bollywood spoke in support of the film. It was a Superhit. If you have made a good film ppl will watch it. Word of mouth publicity is bigger than samosa critics.The audacity certain group of people have against THE KASHMIR FILES movie..WoaaaaaahKashmirFilessumanthraman vivekagnihotri zoobear Reveals also about KashmirFiles The incredible effort vivekagnihotri has put to fact check.Difference between Dada Saheb Phalke award and Dada Saheb Phalke International Film festival award. The latter is what KashmirFiles director received and not the original award ","

This group of tweets is discussing the film KashmirFiles, which was called a ""propaganda movie"" by a jury. They are discussing the success of the film, despite the lack of support from Bollywood. They also discuss the confusion between the Dada Saheb Phalke Award and the Dada Saheb Phalke International Film Festival Award, which the director of KashmirFiles received. They also criticize Vivek Agnihotri, the director of the film, for his narrow mindedness and lack of respect for certain occupations."
546,"aajtak After earning ₹ 350 Crores of collections, KashmirFiles is now given DadasahebPhalkeAwardMeanwhile, KashmiriPandits are on protest from last 300 days for their pending salaries amp life security :backhand_index_pointing_down:  presents star dust Oscar academy awards oscars goes for  KashmirFilesArvindharmapuri narendramodi After earning ₹ 350 Crores of collections, KashmirFiles is now given DadasahebPhalkeAwardMeanwhile, KashmiriPandits are on protest from last 300 days for their pending salaries amp life security :backhand_index_pointing_down:  Why do you despise the actual factcheckers who expose the deceptive news that bhaktas and godi media spread?zoobear Don't forget that some bhaktas hating you means you're doing things correctly.FactCheck zubair VivekAgnihotri KashmirFiles DadaSahebPhalkeWhat about KashmirFiles and KashmiriPandits Hopefully u made fake movie just like fakuzoobear vivekagnihotri As usual zoobear is creating confusion where there is none. He needs 2 go back amp attend primary school English classes 2 clear his mind about this language. Nowhere has vivekagnihotri tried 2 give an impression that KashmirFiles has won the Dadasahib award. Wakey Wakey Zooey.vivekagnihotri Full Support to you Mootrini sahib.. waiting for KashmirFiles part 2,3,4,5,6... :star-struck::star-struck:Hopefully you'll live long to make these movies :star-struck::saluting_face:Love you :face_blowing_a_kiss:vivekagnihotri is hero 4 silent  people who just eat amp live.He is a threat to peaceful religion where you are beheaded or cut  lively in a mechanical axe for insulting their faithAfter KashmirFiles release communities suffer most still silent. offender r on street.WakeupDo you think KashmirFiles really deserves the  dadasahebphalkeaward ?vivekagnihotri Bollywood AzadiKaAmritMahotsavvivekagnihotri This shows your corrupt, communal and terrorist mindset dude. It shows KashmirFiles is produced based on the hate in the mind.","

This series of tweets discusses the success of KashmirFiles, a movie which recently earned ₹350 Crores in collections. The movie has been awarded the DadasahebPhalkeAward and the discussion has turned to the plight of KashmiriPandits who have been protesting for 300 days for their pending salaries and life security. VivekAgnihotri has expressed his support for the movie and its potential sequels. He is also seen as a hero for those who are silenced by the communities who suffer from the movie's release. The discussion then turns to whether KashmirFiles really deserves the DadasahebPhalkeAward. VivekAgnihotri is criticized for his ""corrupt, communal and terrorist mindset"" and it is suggested that the movie was produced based on hate."
547,"vivekagnihotri Congratulations for the big win.  KashmirFiles is a winner all the way. Good wishes to you:clapping_hands::folded_hands:as they to see every where KashmirFilesNo KashmirFilesdid not win DadaSahebPhalkeAwards2023  instituted by GovtDadaSahebPhalkeAwards DadaSahebPhalke DadaSahebPhalkeFilmFestivalIs Anupam Kher MOCKING HINDUS in this song? Abhi Toh main jawan hoon  Why are bhakts not offended?kashmir KashmiriPandits KashmirFiles anupamkher  POJKहमाराहै BoycottGang BoycottbollywoodCompletely VivekAgnihotri AnupamPKherYou dont have to troll or prove a idiot that he is an idiot again and again intelligent people do not waste time on idiots KashmirFiles Fakeawardvivekagnihotri The character and thought process of Vivek Agnihotri who produced KashmirFiles movie can be read from his tweet, where he said he hate Muslims if do anything good like fact checking or journalist. Note that puncture repairer is a word used by Hindu right wing for Muslims.  20th October will be seeing another KashmirFiles  Seriously not joking KanganaTeamvivekagnihotri So did KashmirFiles won legit award or not ? Explain that instead of straight going to religion discussions :smiling_face_with_tear:Current Affairs of 22 February 2023 in English  currentaffairs news latestnews breakingnews pendulumedu trai WorldThinkingDay omprakashkohli amakrushai EknathShinde electricvehicle TilottamaSen drmahendramishra ExcisePolicy KashmirFiles  vivekagnihotri I thought your movie KashmirFiles was an attempt to factcheck Kashmir's tragic history.Are you now claiming it was mere fiction?","

Vivek Agnihotri has tweeted about the KashmirFiles movie, which was not a winner of the Dada Saheb Phalke Awards. He also discussed Anupam Kher's song ""Abhi Toh Main Jawan Hoon"" and how it relates to the Hindu right wing. He then asked if KashmirFiles was an attempt to fact-check Kashmir's tragic history or was it merely fiction. On February 22nd, he posted about current affairs, including news, latest news, breaking news, and the KashmirFiles movie."
